股票代码,股票简称,年份,每股收益(元),营业总收入(元),净利润(元),净资产收益率(%),同比增长(%),每股净资产(元),每股经营现金流量(元),销售毛利率(%),季度环比增长(%),所处行业
1,平安银行,2015,0.37,16100000000,5054000000.0,4.41,49.0464728754,12.320463568531,4.38,0,8.4613,银行
1,平安银行,2016,0.41,20671000000,5629000000.0,4.21,28.3913043478,11.965449358497,0.84,0,10.2101,银行
1,平安银行,2017,0.35,27532000000,6086000000,3.7,33.1914276039,11.714291271374,3.45,0,10.0796,银行
1,平安银行,2018,0.31,27726000000,6214000000.0,2.89,0.6537846869,10.936604604118,-6.7,0,7.632,银行
1,平安银行,2019,0.33,28026000000,6595000000.0,2.79,1.0820168795,11.848172746917,2.41,0,7.9875,银行
1,平安银行,2020,0.38,32476000000,7446000000.0,2.91,15.8781131806,13.235559425793,3.1,0,8.066,银行
1,平安银行,2021,0.4,37926000000,8548000000,2.77,16.7816233526,14.552828529861,0.93,0,8.36,银行
1,平安银行,2022,0.42,41788000000,10132000000.0,2.72,10.1829879239,15.596877254457,-0.6,0,13.0077,银行
1,平安银行,2023,0.56,46207000000,12850000000.0,3.27,10.5748061644,17.326136246522,7.58,0,9.5134,银行
2,万科A,2015,0.139,9497216581.95,1529479377.61,1.97,-32.1622826183,6.676704808833,-0.51,39.9163205045,-86.8101,房地产开发
2,万科A,2016,0.059,8894338157.14,650232416.58,0.73,-6.3479485764,8.046022273764,-1.39,34.0017197147,-89.3159,房地产开发
2,万科A,2017,0.075,14611312019.58,833232885.76,0.83,64.2765516831,9.116346689218,-0.971644301284,31.7809593535,-87.3989,房地产开发
2,万科A,2018,0.063,18589228819.05,695411556.91,0.61,27.2249117269,10.32428724931,-0.86274166395,29.8041241543,-84.9385,房地产开发
2,万科A,2019,0.081,30825615283.99,894878011.08,0.66,65.8251430656,12.336561834075,-2.514110977324,34.1719704106,-75.4957,房地产开发
2,万科A,2020,0.102,48374630775.09,1120626569.29,0.72,56.9299763506,14.272059912678,-2.419805754915,35.0439663778,-60.2369,房地产开发
2,万科A,2021,0.1105,47774342784.96,1249359312.96,0.66,-1.2409148773,16.692751442445,-0.261354172339,31.2754136786,-66.8186,房地产开发
2,万科A,2022,0.1112,62264095939.36,1292286264.34,0.57,30.3295708737,19.427859494938,1.452902699637,20.4103945843,-64.9454,房地产开发
2,万科A,2023,0.1229,62667074774.2,1429295356.15,0.6,0.6472090035,20.375278020611,-1.140537861392,18.8747805749,-65.4369,房地产开发
6,深振业A,2015,0.0228,262919739.06,30721208.97,0.75,-12.9916234584,3.027946002359,-0.067505829558,35.3064970062,-91.2257,房地产开发
6,深振业A,2016,0.1494,1389232679.27,201622858.44,4.76,428.3866035456,3.212311457719,-0.547716897481,33.2581905216,-17.2522,房地产开发
6,深振业A,2017,0.0362,382487016.97,48808316.64,1.11,-72.4677498106,3.289590635794,0.388449348962,44.3140511677,-71.6436,房地产开发
6,深振业A,2018,0.0769,1167907487.84,103858804.96,2.05,205.3456551524,3.784455721284,0.024156353237,22.6900997698,-47.228,房地产开发
6,深振业A,2019,0.212,485058860.26,286207670.37,5.01,-58.4676983999,4.336299318005,-0.110955116483,22.9650366845,-24.232,房地产开发
6,深振业A,2020,0.0821,413493627.58,110881968.57,1.77,-14.7539275216,4.673018001171,-0.124100211046,39.2679927428,-54.9548,房地产开发
6,深振业A,2021,0.0948,652209471.04,127952311.57,1.88,57.731444341,5.084119071553,-0.18369543922,47.8153528241,-63.108,房地产开发
6,深振业A,2022,0.1995,918286858.38,269373883.33,3.59,40.7963084185,5.654696574746,0.229321576888,50.0227367634,-31.022,房地产开发
6,深振业A,2023,0.0329,351392171.03,44431954.3,0.58,-61.7339431765,5.696325773443,-0.090588093565,46.9821947814,-55.3106,房地产开发
8,神州高铁,2015,0.0087,70980751.77,4802069.06,0.84,-1.8177354245,1.872145449214,0.029378228556,43.3529983871,-6.9222,交运设备
8,神州高铁,2016,0.0766,230819612.34,56443118.09,2.72,225.1862041246,3.455490336905,-0.025072673559,45.5088029848,189.9492,交运设备
8,神州高铁,2017,0.0029,212666576.76,11592551.9,0.24,-7.8645984178,2.029738308992,0.009329635787,47.8977984749,-60.0226,交运设备
8,神州高铁,2018,0.0027,202465470.55,9341214.28,0.12,-4.7967604338,2.183876383528,-0.065855934405,39.216780345,-76.6927,交运设备
8,神州高铁,2019,0.0037,209019068.23,10524203.55,0.15,3.2368964753,2.528012352933,-0.147353294187,57.7922125158,-84.5376,交运设备
8,神州高铁,2020,0.0042,308747049.47,11740265.79,0.16,47.7123843698,2.634159735957,-0.053315210569,53.0717774538,-75.7918,交运设备
8,神州高铁,2021,-0.0425,119323422.89,-108210287.27,-1.46,-61.3523681943,2.642812344213,-0.111620804737,42.3658259507,-92.8124,交运设备
8,神州高铁,2022,-0.0317,149288551.64,-86010317.61,-1.35,25.1125286421,2.322972697039,-0.05203112033,45.3435123299,-84.5219,交运设备
8,神州高铁,2023,-0.0189,215585239.29,-51340179.91,-1.11,44.4084204192,1.853004410696,0.022485057568,41.5544630259,-81.6051,交运设备
9,中国宝安,2015,0.05,784374239.22,74092194.16,2.31,-20.3231009224,2.566207029081,0.105544678973,34.3138202572,-39.5853,综合行业
9,中国宝安,2016,0.03,906697053.59,55579723.26,1.91,15.5949556033,2.340825250904,-0.06875951431,34.1777504055,-45.0392,综合行业
9,中国宝安,2017,0.014,1388897960.63,30139112.69,0.67,53.1821411717,2.805886856246,0.052835218842,35.1916230357,-20.6419,综合行业
9,中国宝安,2018,0.0156,1274518068,33472004.72,0.75,-8.2352984792,2.107126879792,0.029194053359,33.1860118978,-42.896,综合行业
9,中国宝安,2019,0.02,2033456791.47,35233598.66,0.35,59.5471137307,2.331831393938,0.04688055717,39.2630456648,-6.1868,综合行业
9,中国宝安,2020,0.0256,2249620923.69,66088064.54,1.25,10.6303774502,2.4609443947,0.160976450732,35.7718876713,-55.7215,综合行业
9,中国宝安,2021,0.0156,1628351082.33,40189518.93,0.72,-27.6166457565,2.156052041495,0.04455073318,36.1681061303,-49.2974,综合行业
9,中国宝安,2022,0.0738,3715024231.08,190270285.88,2.72,128.1463912416,2.74635591628,0.093173028578,31.2177714351,1.1365,综合行业
9,中国宝安,2023,0.064,5693657359.97,165134224.14,2.04,53.2603021088,3.173143379169,-0.183807168684,24.6945641764,5.4469,综合行业
10,美丽生态,2015,-0.0098,39387420,-5748184.27,-0.92,-38.3797854465,1.045504899871,-0.047598913175,17.8057069998,-73.8958,工程建设
10,美丽生态,2016,-0.0037,152944871.77,-2169147.11,-0.39,288.3089366351,0.925458167373,-0.167953336756,15.6561473379,53.986,工程建设
10,美丽生态,2017,-0.0399,121254638.15,-32706655.4,-1.51,-20.7200367382,2.613525576623,-0.036739094174,26.8443547864,-70.3922,工程建设
10,美丽生态,2018,-0.0311,105001149,-25508071.72,-1.16,-13.4044267485,2.671303214964,0.954416003144,22.3979080934,-69.6087,工程建设
10,美丽生态,2019,-0.0568,80987934.76,-46564465.41,-4.12,-22.8694775902,1.351174023013,-0.101627723082,9.1576381988,-31.3003,工程建设
10,美丽生态,2020,0.0035,199628684.48,2881506.68,0.41,146.491881873,0.51498927535,-0.074265148867,28.985278063,26.3009,工程建设
10,美丽生态,2021,-0.0143,70267945.69,-11690209.16,-2.67,-64.8006768802,0.531568454995,-0.214026448928,18.6015272706,-91.3204,工程建设
10,美丽生态,2022,0.0019,228063060.96,1581357.59,0.15,224.5620157534,0.601910408143,-0.049696747514,17.7661572985,-64.0048,工程建设
10,美丽生态,2023,0.0024,183922738.76,1975493.39,0.26,-19.3544373272,0.63370654726,0.086351123824,10.7288176291,-73.7397,工程建设
11,深物业A,2015,0.0465,194462902.01,27725441.51,1.53,-77.8119850719,3.070731332904,-0.056199061846,49.0246215523,41.4392,房地产开发
11,深物业A,2016,0.0006,135271193.34,356364.92,0.02,-30.4385608042,3.482456081882,-0.217514972539,28.4542313257,-70.3283,房地产开发
11,深物业A,2017,0.001,196079291.87,577026.01,0.03,44.9527331197,3.524877555805,1.472442069964,22.223238025,-55.5747,房地产开发
11,深物业A,2018,0.5061,1038683462.42,301597814.36,11.77,429.726241111,4.551229195722,-0.42446861406,74.73182053,-32.0893,房地产开发
11,深物业A,2019,0.0897,544366414.09,53456824.88,1.81,-47.5907305945,4.99561257904,-0.162262295839,14.4813067999,116.0502,房地产开发
11,深物业A,2020,0.1599,524703768.39,95281689.98,2.42,-29.1021456265,5.734278492189,-0.051804877561,42.9882581008,-75.6998,房地产开发
11,深物业A,2021,0.2551,861546080.08,152014318.1,4.72,64.1966633332,5.534672900958,-1.022364013602,61.5891751688,-70.8909,房地产开发
11,深物业A,2022,0.3587,966073576.97,213788114.74,5.58,3.4218312011,6.614440434749,0.116622131603,60.2588634435,-62.0949,房地产开发
11,深物业A,2023,0.3682,1255811600.03,219440470.15,5.61,29.9912998313,7.56771664218,-1.279221078497,49.987369957,-4.1713,房地产开发
12,南玻A,2015,0.0593,1482894670,123051443.0,1.52,1.7917295123,3.941444206256,0.043458989832,25.6911009735,-28.7806,玻璃玻纤
12,南玻A,2016,0.04,1539206800,82201310.0,0.98,3.7974463824,4.09120121519,0.018184242456,20.7982731105,-18.7992,玻璃玻纤
12,南玻A,2017,0.1,1949421848,204835467,2.57,26.6510678097,3.892436565776,0.154151131107,26.2951504071,-5.0803,玻璃玻纤
12,南玻A,2018,0.07,2284820940,170130942.0,2.15,17.2050545316,3.845600489783,0.210056242182,23.6715300762,-6.8159,玻璃玻纤
12,南玻A,2019,0.06,2629471994,159382821.0,1.86,15.0843791724,3.487574177493,0.024243208127,24.5775361166,-14.8623,玻璃玻纤
12,南玻A,2020,0.04,2222721514,132188324.0,1.44,-15.468903298,3.228223571697,0.04761612212,23.0557068338,-9.5981,玻璃玻纤
12,南玻A,2021,0.04,1733965637,111278288,1.16,-21.9890739313,3.09250985931,-0.003581291404,29.4603659438,-38.3012,玻璃玻纤
12,南玻A,2022,0.19,3006832539,573268793.0,5.46,73.4078504694,3.512868584385,0.111144910042,37.3104298111,-6.1238,玻璃玻纤
12,南玻A,2023,0.12,2785709687,383682831.0,3.3,-7.3540128734,3.844730700641,0.033235849914,28.343743775,-17.636,玻璃玻纤
14,沙河股份,2015,0.143,86883298.47,28844556.08,4.65,-39.6149458132,3.157915641654,-0.170626671985,75.048196717,-56.3921,房地产开发
14,沙河股份,2016,0.0017,36319283.18,336402.52,0.05,-58.1976239167,3.303225856557,-0.422417492268,39.725612393,-85.4296,房地产开发
14,沙河股份,2017,-0.024,32351799.8,-4849099.43,-0.68,-10.923903317,3.521102510963,0.073359130621,27.5342590986,-82.8514,房地产开发
14,沙河股份,2018,-0.0167,97039586.71,-3359942.78,-0.42,199.9511226884,3.633261112467,0.952021134935,12.5820981457,-78.3836,房地产开发
14,沙河股份,2019,0.0156,67735965.8,3141992.36,0.42,-30.1975945112,3.688326434164,0.379049315574,24.9245460526,-20.0583,房地产开发
14,沙河股份,2020,-0.0335,7226647.51,-6760975.64,-0.77,-89.3311515904,4.353060940669,0.294705138495,29.3052563733,-95.7968,房地产开发
14,沙河股份,2021,0.04,86873001.23,7766769.97,0.81,1102.1203623089,4.456630983416,-0.125056905552,29.5290284401,-74.9915,房地产开发
14,沙河股份,2022,-0.05,8091265.77,-9433104.53,-0.99,-90.6860984938,4.38671115131,-0.12380739594,34.7696795529,-93.0499,房地产开发
14,沙河股份,2023,0.06,142687070.42,15696777.31,1.68,1663.4703206641,4.678921472307,0.010942814921,34.1500664893,-76.8887,房地产开发
16,深康佳A,2015,0.0079,4049737785.15,9522762.31,0.23,-15.7412993634,3.395872318389,0.776644012537,18.1602104879,-25.8215,家电行业
16,深康佳A,2016,0.0032,4569152230.3,7752441.61,0.19,12.8258784323,3.414782696793,0.2303720412,15.4786589965,-23.2797,家电行业
16,深康佳A,2017,0.0035,4072311262.92,8429549.66,0.3,-10.8738107714,1.172549996283,0.122613137669,19.0826294384,-10.5078,家电行业
16,深康佳A,2018,0.0109,4686318957.34,26245353.83,0.9,15.0776218903,1.216961653073,-0.676691866654,14.1511825251,-17.525,家电行业
16,深康佳A,2019,0.0232,7773238729.83,55758297.4,0.7,65.8708850292,3.347159728685,-0.423334147582,8.0844727841,-29.7439,家电行业
16,深康佳A,2020,0.0355,10772118842.18,85566720.43,1.05,38.5795447249,3.41135219539,-0.224564951898,5.7212936564,-34.1761,家电行业
16,深康佳A,2021,-0.0916,7806520237.49,-220602940.37,-2.77,-27.530318298,3.258665858296,-0.428258657839,7.2604584927,-41.9066,家电行业
16,深康佳A,2022,0.0302,9822169119.3,72822573.66,0.86,25.8200686156,3.533377399439,-0.219789365586,4.1506682013,-52.2052,家电行业
16,深康佳A,2023,0.0433,8320135785.93,104376396.19,1.13,-15.2922772468,3.876087689672,-0.262019561093,2.4460735512,-52.4013,家电行业
17,深中华A,2015,0.0006,26457065.59,354354.82,4.93,-32.9830026901,0.0133449127,0.004542243031,4.2481202467,-62.6755,交运设备
17,深中华A,2016,0.0005,22326412.71,272334.51,2.26,-15.6126644731,0.022083481486,-0.00510400542,7.3056806805,-55.4533,交运设备
17,深中华A,2017,0.0003,21999259.18,146355.64,1.24,-1.4653206238,0.021604146374,-0.004048257769,8.0360714219,-30.518,交运设备
17,深中华A,2018,0.0004,23303201.13,212322.25,1.47,5.9272084543,0.02644610524,-0.002607718733,11.3023426065,5.823,交运设备
17,深中华A,2019,0.0004,24732886.83,231983.23,1.45,6.1351472359,0.029256033631,0.001510704129,7.7506749745,-41.0753,交运设备
17,深中华A,2020,-0.0007,21954108.28,-366774.37,-2.6,-11.2351565311,0.025282632584,-0.011073577481,7.6967826634,17.6743,交运设备
17,深中华A,2021,-0.0011,7434449.73,-591902.33,-8.67,-66.1364076592,0.011839155302,0.000834075582,3.9873646439,-43.5663,交运设备
17,深中华A,2022,-0.0004,23163329.56,-211535.36,-1.96,211.5675053465,0.019395548089,0.002537712959,10.4081533,-33.7891,交运设备
17,深中华A,2023,-0.0016,50246951.4,-903991.16,-10.68,116.9245628952,0.014536277941,-0.016197260838,5.9656258867,-38.7254,交运设备
19,深粮控股,2015,-0.0204,62268415.99,-6129624.36,-0.64,-41.3921360429,3.792029501863,-0.036118913901,19.4665096217,-29.4102,贸易行业
19,深粮控股,2016,-0.0316,59619056.32,-9528087.26,-0.99,-4.2547407508,3.193003667322,0.080482852335,15.2448229325,-66.666,贸易行业
19,深粮控股,2017,-0.0137,72574451.04,-6183061.88,-0.66,21.7302914868,3.087015843128,-0.03230627566,21.0803866385,-18.1705,贸易行业
19,深粮控股,2018,-0.02,59762320.34,-9918007.24,-0.97,-17.6537755593,2.262631763747,-0.026117981558,23.0482161028,27.1645,贸易行业
19,深粮控股,2019,0.1086,2427761440.54,125145974.07,3.2,-3.8321842542,1.884333029532,0.199820993744,11.490724729,-32.3985,贸易行业
19,深粮控股,2020,0.1053,2570626148.23,121325678.48,2.87,5.8846271015,3.725605220845,-0.191182946548,10.1794783084,-75.6154,贸易行业
19,深粮控股,2021,0.072,1694255989.17,82984830.9,1.86,-34.0917001744,3.907751166534,0.25812724618,14.6943265841,-52.6628,贸易行业
19,深粮控股,2022,0.1181,2529474992.85,136066882.15,2.92,49.2970961306,4.105209680562,-0.193165211318,12.514326379,-35.9088,贸易行业
19,深粮控股,2023,0.1192,2184426983.72,137438033.98,2.92,-13.6410919304,4.136732581301,0.187774646059,14.838421622,-15.5028,贸易行业
20,深华发A,2015,0.0025,162659610.67,694997.4,0.25,5.3684684078,0.968913186939,-0.092785318556,12.8312379478,-6.2316,光学光电子
20,深华发A,2016,0.0018,117513081.51,511851.85,0.18,-27.7552177667,0.995415666814,-0.007646807237,14.5046783141,-2.1056,光学光电子
20,深华发A,2017,0.0017,137699187.33,469935.69,0.15,17.1777520942,1.113677772557,-0.162481435885,14.7331370311,25.1444,光学光电子
20,深华发A,2018,0.0015,191829256.72,421173.37,0.13,39.3103768,1.130521100617,-0.065340724032,9.9988079024,18.2421,光学光电子
20,深华发A,2019,0.0011,171620013.62,307367.89,0.1,-10.5350161104,1.133560372339,0.001193028522,11.0076426237,-7.5717,光学光电子
20,深华发A,2020,0.0009,143921648.63,258233.98,0.08,-16.1393560143,1.145023413534,0.068525988517,13.8609279145,-2.1517,光学光电子
20,深华发A,2022,-0.0014,87800584.55,-400741.17,-0.12,-38.9941781617,1.1619786798,0.028009867997,16.0911665593,-49.1143,光学光电子
20,深华发A,2023,0.0209,171781149.77,5905981.47,1.71,-10.0321748531,1.233772803153,0.201995503996,12.1489321605,5.9864,光学光电子
21,深科技,2015,-0.0786,4127965740.55,-115673622.22,-2.41,11.5332119322,3.228167073082,0.092010961585,1.9643501329,3.7591,消费电子
21,深科技,2016,0.0345,4075992637.72,50693698.8,1.02,-1.3025113799,3.526386177486,-0.190023389866,4.0838628338,-8.3487,消费电子
21,深科技,2017,0.1027,3575304377.73,151025002.21,2.86,-12.2838362208,3.623254287633,0.053278061918,5.0788245418,-13.8224,消费电子
21,深科技,2018,0.0793,3455898732.14,116724685.77,2.2,-3.3397337115,3.830188992041,0.040351348255,6.1380709301,-23.179,消费电子
21,深科技,2019,0.0581,4003078929.95,85431303.95,1.45,15.8332242991,3.97615282345,0.029855325148,5.2318572712,14.8915,消费电子
21,深科技,2020,0.0711,3640928607.51,104638093.4,1.65,-9.0467944494,4.355519395393,-0.011855092989,5.9959161918,5.5374,消费电子
21,深科技,2021,0.0553,3322746606.73,81362323.58,1.17,-8.7390343256,4.730889411584,0.162836578121,9.7369415788,5.8969,消费电子
21,深科技,2022,0.136,3826694970.47,200112361.34,2.6,15.1666203712,5.283519764258,-0.122142192811,7.7803328234,-12.9448,消费电子
21,深科技,2023,0.1552,3650790157.67,242209458.98,2.43,-4.5967816656,6.455335486867,-0.506944296721,8.2166611639,-13.5004,消费电子
25,特力A,2015,0.0161,117565727.89,3551141.14,1.93,5.1722410488,0.88304028943,-0.064587328992,14.4154764608,-3.5835,汽车服务
25,特力A,2016,0.0032,81285344.52,788018.17,0.15,-30.8596595463,2.779143683867,0.099627287259,22.4374354906,-35.0077,汽车服务
25,特力A,2017,0.0207,79720863.02,6162157.52,0.71,-1.9246784389,2.941087540702,0.010968588873,26.2271705021,10.8527,汽车服务
25,特力A,2018,0.0151,81147771.18,4494980.27,0.5,1.7898804729,3.026953552524,0.020778557099,24.9536838604,-2.8072,汽车服务
25,特力A,2019,0.0542,92099937.58,16101533.51,1.66,13.4965708124,3.294386837732,-0.027938609184,20.6338793916,-15.4015,汽车服务
25,特力A,2020,0.0606,119469426.49,18017619.19,1.7,29.7171633653,3.593317435522,0.010047269088,23.757824009,-3.3872,汽车服务
25,特力A,2021,0.0121,85520408.64,5209071.29,0.41,-28.4164901828,2.960560806041,0.01509766298,13.5344127373,-41.197,汽车服务
25,特力A,2022,0.0503,144033886.08,21691438.24,1.64,68.4204839178,3.090570467843,-0.01105241031,25.4576625459,10.3715,汽车服务
25,特力A,2023,0.0784,140069923.14,33807359.53,2.33,-2.7521044165,3.402629214952,-0.036394094678,29.1831411581,14.5019,汽车服务
26,飞亚达,2015,0.113,821633324.62,44214332.41,2.84,8.9419600674,4.025186448168,0.079063312078,36.6676483441,6.0432,珠宝首饰
26,飞亚达,2016,0.1145,894056260.25,44967185.35,2.7,8.8145080609,4.282262880973,0.278429538547,37.0089661726,13.6482,珠宝首饰
26,飞亚达,2017,0.0621,732961459.52,27251347.69,1.18,-18.0184187385,5.316827906649,0.222213840827,40.507021528,5.5661,珠宝首饰
26,飞亚达,2018,0.1033,817002183.65,45319028.27,1.89,11.465913117,5.518286072243,0.280158024499,40.1591916137,7.5386,珠宝首饰
26,飞亚达,2019,0.1357,851815980.69,59518000.75,2.38,4.2611632792,5.756283556297,0.154149267123,41.4194217798,-2.1076,珠宝首饰
26,飞亚达,2020,0.1467,893389751.73,64359084.45,2.47,4.8806047295,5.941826001926,0.024223797495,40.3622979827,6.8952,珠宝首饰
26,飞亚达,2021,-0.0294,588361057.06,-12974795.53,-0.49,-34.1428468459,5.949290772934,-0.240982507934,39.7508628067,-38.9988,珠宝首饰
26,飞亚达,2022,0.278,1378277735.81,118222042.23,4.15,134.2571316153,6.682437756201,0.065888917712,37.3204278772,6.1024,珠宝首饰
26,飞亚达,2023,0.2083,1173700720.94,86354073.76,2.84,-14.8429456237,7.208727248661,0.037602121474,38.2049572808,1.274,珠宝首饰
27,深圳能源,2015,0.1554,2853097708.21,410594576.83,2.49,13.713178549,6.329834322241,0.457784738074,24.2512232823,-7.8428,电力行业
27,深圳能源,2016,0.0919,2458685472.75,364150483.44,2.04,-13.8240002901,6.859437315815,0.392673985274,27.4553733673,-17.8244,电力行业
27,深圳能源,2017,0.0515,2019257683.99,204119690.72,0.94,-17.8724685866,5.396401214983,0.123293182465,25.9372313179,-17.6973,电力行业
27,深圳能源,2018,0.0283,2563060353.47,112265412.16,0.52,26.9308208552,5.474610899575,0.152918644108,21.8352110586,-4.8252,电力行业
27,深圳能源,2019,0.0153,3645163617.97,60773661.61,0.28,42.2191878172,5.31910618701,0.116512003085,19.574620472,-28.5277,电力行业
27,深圳能源,2020,0.0928,3965103979.43,367990620.04,1.52,8.7771193557,5.945212040403,0.446714201985,27.5211277477,-35.5345,电力行业
27,深圳能源,2021,0.0441,3575983677.75,209786202.18,0.69,-9.8136216275,6.010452483126,0.232272669017,26.7217340852,-29.005,电力行业
27,深圳能源,2022,0.1284,5916947256.01,610915214.75,2.25,59.3366482516,5.728464703806,0.147967802827,27.9177889306,-0.9971,电力行业
27,深圳能源,2023,0.0841,7766934282.74,517808871.14,1.43,31.2659036271,5.980090989044,0.287327920994,19.0577493841,-29.3778,电力行业
28,国药一致,2015,0.582,5533524159.08,167818387.39,7.21,13.6522085786,11.972584166117,-1.173871122434,9.10587247,0.1885,医药商业
28,国药一致,2016,0.543,6261714700.23,197026237.82,4.05,13.1596161906,13.682286284168,0.502381575084,8.5330131697,3.3333,医药商业
28,国药一致,2017,0.6,10312188572.41,253633838.82,3.39,12.6503978041,15.587106126307,0.029661751171,11.3184292784,11.7294,医药商业
28,国药一致,2018,0.64,10222459812.55,272564318.71,3.17,-0.8701233422,20.374131845458,-1.173164262132,10.4128516302,-48.4417,医药商业
28,国药一致,2019,0.68,10256566731.51,292731685.33,3.07,0.3336468872,22.631846195058,-2.019765920617,10.9028474279,2.7207,医药商业
28,国药一致,2020,0.7,12071656553.13,299451036.34,2.52,15.8214965084,27.838893806327,-1.841459003531,11.0763841656,4.6112,医药商业
28,国药一致,2021,0.58,12824196278.66,248800655.88,1.92,6.2339391633,30.511135200768,-1.607639499401,11.3319034123,-2.6244,医药商业
28,国药一致,2022,0.77,16049966325.75,328800560.24,2.33,25.1537794416,33.347962062555,-0.716490694164,11.1487767947,-4.2876,医药商业
28,国药一致,2023,0.59,17150856946.54,252361872.69,1.68,6.8591459848,35.450191521355,-0.507915249481,11.2120155046,-5.4934,医药商业
29,深深房A,2015,0.0218,303411359.74,22025565.57,1.18,84.5006447627,1.863237037967,0.146082520036,25.5870930662,-81.5163,房地产开发
29,深深房A,2016,0.0246,321122572.61,24918992.83,1.15,5.8373598422,2.160929683659,-0.020848683757,27.312077537,-74.6042,房地产开发
29,深深房A,2017,0.0308,332573819.86,31138409,1.33,3.5660050793,2.332660305775,0.126333981387,22.9199854312,-40.0943,房地产开发
29,深深房A,2018,0.0342,272038375.78,34621550.04,1.3,-18.2021074616,2.647944506554,-0.029931596327,25.6627188057,-55.2245,房地产开发
29,深深房A,2019,-0.0059,149537691.65,-5982684.72,-0.21,-45.0306629639,2.791667058142,0.202971883874,9.8852858881,-60.784,房地产开发
29,深深房A,2020,0.0831,424535370.83,84028728.24,2.49,183.8985717552,3.378495700581,0.214654335043,52.3531653359,-26.1751,房地产开发
29,深深房A,2021,0.0278,256842391.67,28114908.77,0.76,-39.500355137,3.652945438764,-0.430242338009,35.5410817648,-60.1943,房地产开发
29,深深房A,2022,0.087,415282352.53,88040167.6,2.29,61.6876208907,3.84305117065,0.299958673596,55.7549782069,4.5133,房地产开发
29,深深房A,2023,0.1604,272594952.1,162278083.59,4.04,-34.3591292914,4.051598202301,-0.455748489532,44.0707112602,-23.0234,房地产开发
30,富奥股份,2015,0.12,1242641390.27,152984308.98,3.95,12.6765633218,3.042703774975,0.135125965144,18.1173845498,-12.656,汽车零部件
30,富奥股份,2016,0.12,1169795695.95,162159931.65,3.7,-5.8621654558,3.441914104083,0.065943024088,18.8492739145,-2.198,汽车零部件
30,富奥股份,2017,0.12,1290668834.46,156713000.13,3.29,10.3328417884,3.745512943604,0.030931293289,18.0935432409,9.0752,汽车零部件
30,富奥股份,2018,0.17,1718361033.62,221064864.95,4.18,33.1372531622,4.174496972703,0.070090624329,17.8836967446,0.5451,汽车零部件
30,富奥股份,2019,0.1266,1735510887.11,229215579.1,3.91,0.9980355207,4.627158561171,0.127842874706,14.8168017936,-17.2946,汽车零部件
30,富奥股份,2020,0.1125,2346210512.85,203614495.7,3.14,35.188464116,3.552764018334,-0.077696098348,13.1227513965,8.4138,汽车零部件
30,富奥股份,2021,0.07,2085919958.58,118864144.35,1.77,-11.0940835379,3.744563956204,0.089657775003,12.1569812886,-34.9921,汽车零部件
30,富奥股份,2022,0.13,3103708802.33,219215833.85,2.97,48.793283729,4.135510612028,0.131496535379,10.7327126159,3.3508,汽车零部件
30,富奥股份,2023,0.01,2714014726.23,23860427.65,0.32,-12.5557550956,4.143683517464,-0.164317069159,5.5339274278,-21.9272,汽车零部件
31,大悦城,2015,0.04,972319160.47,67039212.73,1.25,0.7108084783,2.951688528836,-0.657865279064,50.2328678491,-83.0982,房地产开发
31,大悦城,2016,0.04,649354486.28,71926707.71,1.19,-33.2159117418,3.29481542559,-0.867096182163,33.8749486941,-88.0356,房地产开发
31,大悦城,2017,0.1,3265615345.83,182330443.17,2.93,390.0635142587,3.40129893613,-0.164899201133,35.8878822237,-53.197,房地产开发
31,大悦城,2018,0.08,1719083494.15,142744056.43,2.4,-47.3580531661,3.187759521249,-2.271932554749,52.7705413528,-77.5094,房地产开发
31,大悦城,2019,0.24,4729971975.17,936542014.87,6.35,27.0618559496,3.808495406996,-1.827820314263,47.1591942527,-60.5948,房地产开发
31,大悦城,2020,0.3,8419015664.56,1186440288.4,7.26,77.991008945,4.261392069686,0.036808239407,54.550817176,34.7385,房地产开发
31,大悦城,2021,0.04,5458737756.02,189651118.32,0.97,-35.1618054472,4.500953818495,-0.592143600405,43.6762985035,-52.3428,房地产开发
31,大悦城,2022,0.06,6891125244.6,269218840.09,1.46,26.2402693187,4.343113900591,-0.415756331264,30.2882269423,-66.6147,房地产开发
31,大悦城,2023,-0.02,8181059587.02,-100869965.78,-0.53,18.7187766386,4.410918804058,-0.078461637174,36.9261103523,-60.0646,房地产开发
32,深桑达A,2015,-0.022,345399360.34,-5147371.66,-0.59,-13.9589795845,3.742414765731,0.003796970914,9.502533623,-29.4807,通信设备
32,深桑达A,2016,0.08,554606296.59,29480715.17,2.16,-16.140310082,3.830472656867,0.10657955826,14.2007593142,-27.8865,通信设备
32,深桑达A,2017,0.0407,505079665.91,17190253.68,1.24,-8.9300519999,3.970128317294,-0.140656246818,11.7277250656,-59.6031,通信设备
32,深桑达A,2018,0.0294,318985355.74,12416071.35,0.84,-40.9461358333,3.424731960114,0.026221213716,20.8593389297,-39.3277,通信设备
32,深桑达A,2019,0.0604,375768502.42,25500414.52,1.66,17.8011766554,3.038036164283,-0.010274932181,20.1689076923,-36.003,通信设备
32,深桑达A,2020,0.0665,398625998.25,27476317.05,1.99,6.0828663613,3.373392338778,0.042665581709,20.2903783559,-8.094,通信设备
